model,model_family,model_params_B,n_layers_total,ablated_concept,measured_concept,on_target,cav_method,layer_condition,layer_numeric,layer_depth_frac,layer_type,alpha,auc,baseline_auc,delta_auc,syn_mean,ant_mean,gap,baseline_syn_mean,baseline_nonsyn_mean,baseline_gap,n_syn_pairs,n_ant_pairs,n_comparisons,on_target_bool,auc_drop,baseline_passes_chance,concept_category,measured_concept_category,same_category,n_concepts_evaluated
gpt2_small,text,0.124,12,baker,fisherman,False,svm,L6,6,0.5,single_mid,15.0,0.775,0.8875,0.11249999999999993,0.9994431495666504,0.9988772049546242,0.0005659446120261924,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.1125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L6,6,0.5,single_mid,20.0,0.3,0.6875,0.3875,0.9953077614307404,0.9969073981046677,-0.0015996366739272627,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.3875,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,svm,L6,6,0.5,single_mid,20.0,0.8375,0.7875,-0.050000000000000044,0.9995346188545227,0.9987461566925049,0.0007884621620177779,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,-0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,lock,False,svm,L6,6,0.5,single_mid,20.0,0.5,0.5375,0.03749999999999998,0.99896360039711,0.9991541802883148,-0.0001905798912048562,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0375,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,knight,False,svm,L6,6,0.5,single_mid,20.0,0.3875,0.7375,0.35000000000000003,0.9993134915828705,0.9994113966822624,-9.790509939189285e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.35,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L9,9,0.75,single_late,3.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,soldier,False,svm,L9,9,0.75,single_late,3.0,0.8,0.8,0.0,0.9997423708438873,0.9996350854635239,0.00010728538036341995,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fire,False,svm,L9,9,0.75,single_late,3.0,0.575,0.575,0.0,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,king,False,svm,L9,9,0.75,single_late,3.0,0.8,0.8,0.0,0.9996477603912354,0.9993156790733337,0.00033208131790163353,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L9,9,0.75,single_late,6.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,svm,L9,9,0.75,single_late,6.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,tailor,False,svm,L9,9,0.75,single_late,6.0,0.775,0.775,0.0,0.9996613085269928,0.9994079247117043,0.0002533838152884993,0.9996613085269928,0.9994079247117043,0.0002533838152884993,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,pirate,False,svm,L9,9,0.75,single_late,6.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L9,9,0.75,single_late,10.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,candle,False,svm,L9,9,0.75,single_late,10.0,0.7,0.7,0.0,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,fisherman,False,svm,L9,9,0.75,single_late,10.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,svm,L9,9,0.75,single_late,10.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L9,9,0.75,single_late,15.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,doctor,False,svm,L9,9,0.75,single_late,15.0,0.75,0.75,0.0,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,svm,L9,9,0.75,single_late,15.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,carpenter,False,svm,L9,9,0.75,single_late,15.0,0.6,0.6,0.0,0.9996031284332275,0.9994245320558548,0.0001785963773727195,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L9,9,0.75,single_late,20.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fire,False,svm,L9,9,0.75,single_late,20.0,0.575,0.575,0.0,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,knight,False,svm,L9,9,0.75,single_late,20.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,toothbrush,False,svm,L9,9,0.75,single_late,20.0,0.65,0.65,0.0,0.999558436870575,0.9994059279561043,0.00015250891447071702,0.999558436870575,0.9994059279561043,0.00015250891447071702,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L10,10,0.83,single_deep,3.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,wolf,False,svm,L10,10,0.83,single_deep,3.0,0.6,0.6,0.0,0.9994979739189148,0.9993927851319313,0.0001051887869835122,0.9994979739189148,0.9993927851319313,0.0001051887869835122,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,soldier,False,svm,L10,10,0.83,single_deep,3.0,0.8,0.8,0.0,0.9997423708438873,0.9996350854635239,0.00010728538036341995,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,photographer,False,svm,L10,10,0.83,single_deep,3.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L10,10,0.83,single_deep,6.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,soldier,False,svm,L10,10,0.83,single_deep,6.0,0.8,0.8,0.0,0.9997423708438873,0.9996350854635239,0.00010728538036341995,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,photographer,False,svm,L10,10,0.83,single_deep,6.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,bee,False,svm,L10,10,0.83,single_deep,6.0,0.675,0.675,0.0,0.9995457410812378,0.9994441419839859,0.0001015990972519365,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L10,10,0.83,single_deep,10.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,bee,False,svm,L10,10,0.83,single_deep,10.0,0.675,0.675,0.0,0.9995457410812378,0.9994441419839859,0.0001015990972519365,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,doctor,False,svm,L10,10,0.83,single_deep,10.0,0.75,0.75,0.0,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,wolf,False,svm,L10,10,0.83,single_deep,10.0,0.6,0.6,0.0,0.9994979739189148,0.9993927851319313,0.0001051887869835122,0.9994979739189148,0.9993927851319313,0.0001051887869835122,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L10,10,0.83,single_deep,15.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,musician,False,svm,L10,10,0.83,single_deep,15.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,tailor,False,svm,L10,10,0.83,single_deep,15.0,0.775,0.775,0.0,0.9996613085269928,0.9994079247117043,0.0002533838152884993,0.9996613085269928,0.9994079247117043,0.0002533838152884993,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,fire,False,svm,L10,10,0.83,single_deep,15.0,0.575,0.575,0.0,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,svm,L10,10,0.83,single_deep,20.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,musician,False,svm,L10,10,0.83,single_deep,20.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,carpenter,False,svm,L10,10,0.83,single_deep,20.0,0.6,0.6,0.0,0.9996031284332275,0.9994245320558548,0.0001785963773727195,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,doctor,False,svm,L10,10,0.83,single_deep,20.0,0.75,0.75,0.0,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,all_layers,-1,1.0,all_layers,3.0,0.6125,0.6875,0.07499999999999996,0.9995203673839569,0.9994188621640205,0.00010150521993634865,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,toothbrush,False,svm,all_layers,-1,1.0,all_layers,3.0,0.675,0.65,-0.025000000000000022,0.999557226896286,0.9994064047932625,0.00015082210302352905,0.999558436870575,0.9994059279561043,0.00015250891447071702,10,8,80,0,-0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,lock,False,svm,all_layers,-1,1.0,all_layers,3.0,0.5375,0.5375,0.0,0.999559509754181,0.9995907545089722,-3.124475479121536e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,candle,False,svm,all_layers,-1,1.0,all_layers,3.0,0.7,0.7,0.0,0.9996211290359497,0.9995988830924034,2.224594354627296e-05,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,svm,all_layers,-1,1.0,all_layers,6.0,0.475,0.6875,0.21250000000000002,0.9992273688316345,0.9992315918207169,-4.222989082314221e-06,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.2125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,doctor,False,svm,all_layers,-1,1.0,all_layers,6.0,0.7625,0.75,-0.012499999999999956,0.9997284173965454,0.9996077716350555,0.00012064576148984596,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,-0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,carpenter,False,svm,all_layers,-1,1.0,all_layers,6.0,0.6125,0.6,-0.012500000000000067,0.9995767772197723,0.9993537068367004,0.00022307038307189941,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,-0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,svm,all_layers,-1,1.0,all_layers,6.0,0.8125,0.7875,-0.025000000000000022,0.9996921241283416,0.9995843470096588,0.00010777711868281692,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,-0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,all_layers,-1,1.0,all_layers,10.0,0.3625,0.6875,0.325,0.9984687209129334,0.9987469390034676,-0.000278218090534188,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.325,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,svm,all_layers,-1,1.0,all_layers,10.0,0.6,0.7375,0.13750000000000007,0.999638843536377,0.999609500169754,2.9343366622969214e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.1375,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,writer,False,svm,all_layers,-1,1.0,all_layers,10.0,0.8125,0.7875,-0.025000000000000022,0.9996671199798584,0.9994476065039635,0.00021951347589488357,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,-0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,toothbrush,False,svm,all_layers,-1,1.0,all_layers,10.0,0.7125,0.65,-0.0625,0.9994716823101044,0.9992035031318665,0.00026817917823795945,0.999558436870575,0.9994059279561043,0.00015250891447071702,10,8,80,0,-0.0625,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,baker,True,svm,all_layers,-1,1.0,all_layers,15.0,0.325,0.6875,0.3625,0.997071385383606,0.9979221820831299,-0.0008507966995239258,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.3625,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,pirate,False,svm,all_layers,-1,1.0,all_layers,15.0,0.75,0.7125,-0.03749999999999998,0.9994624376296997,0.9993927553296089,6.968230009074539e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,-0.0375,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,toothbrush,False,svm,all_layers,-1,1.0,all_layers,15.0,0.675,0.65,-0.025000000000000022,0.9993359446525574,0.9988714307546616,0.000464513897895813,0.999558436870575,0.9994059279561043,0.00015250891447071702,10,8,80,0,-0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,baker,fisherman,False,svm,all_layers,-1,1.0,all_layers,15.0,0.775,0.8875,0.11249999999999993,0.9994431495666504,0.9988772049546242,0.0005659446120261924,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.1125,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,baker,True,svm,all_layers,-1,1.0,all_layers,20.0,0.3,0.6875,0.3875,0.9953077614307404,0.9969073981046677,-0.0015996366739272627,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,1,0.3875,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,king,False,svm,all_layers,-1,1.0,all_layers,20.0,0.7625,0.8,0.03750000000000009,0.9994049668312073,0.9988450706005096,0.0005598962306976318,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0375,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,knight,False,svm,all_layers,-1,1.0,all_layers,20.0,0.3875,0.7375,0.35000000000000003,0.9993134915828705,0.9994113966822624,-9.790509939189285e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.35,1,profession,profession,1,20
gpt2_small,text,0.124,12,baker,soldier,False,svm,all_layers,-1,1.0,all_layers,20.0,0.6625,0.8,0.13750000000000007,0.99953693151474,0.9990036636590958,0.0005332678556442261,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,0.1375,1,profession,profession,1,20
gpt2_small,text,0.124,12,bee,bee,True,mean_diff,L6,6,0.5,single_mid,3.0,0.675,0.675,0.0,0.9997565090656281,0.9997022375464439,5.427151918413475e-05,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,1,0.0,1,animal,animal,1,20
gpt2_small,text,0.124,12,bee,lock,False,mean_diff,L6,6,0.5,single_mid,3.0,0.525,0.5375,0.012499999999999956,0.9997791945934296,0.9998266100883484,-4.741549491882324e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0125,1,animal,object,0,20
gpt2_small,text,0.124,12,bee,pirate,False,mean_diff,L6,6,0.5,single_mid,3.0,0.7,0.7125,0.012500000000000067,0.9997635364532471,0.9998263120651245,-6.2775611877397e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,0.0125,1,animal,profession,0,20
gpt2_small,text,0.124,12,bee,doctor,False,mean_diff,L6,6,0.5,single_mid,3.0,0.7375,0.75,0.012499999999999956,0.9998643159866333,0.9998310282826424,3.3287703990914075e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0125,1,animal,profession,0,20
gpt2_small,text,0.124,12,bee,bee,True,mean_diff,L6,6,0.5,single_mid,6.0,0.6625,0.675,0.012500000000000067,0.9999649882316589,0.9999592006206512,5.787611007668225e-06,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,1,0.0125,1,animal,animal,1,20
gpt2_small,text,0.124,12,bee,candle,False,mean_diff,L6,6,0.5,single_mid,6.0,0.6875,0.7,0.012499999999999956,0.9999737858772277,0.9999748021364212,-1.016259193464819e-06,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.0125,1,animal,object,0,20
gpt2_small,text,0.124,12,bee,pirate,False,mean_diff,L6,6,0.5,single_mid,6.0,0.7125,0.7125,0.0,0.9999621987342835,0.9999774992465973,-1.5300512313798365e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,0.0,1,animal,profession,0,20
gpt2_small,text,0.124,12,bee,doctor,False,mean_diff,L6,6,0.5,single_mid,6.0,0.7375,0.75,0.012499999999999956,0.9999808549880982,0.9999784454703331,2.409517765089575e-06,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0125,1,animal,profession,0,20
gpt2_small,text,0.124,12,bee,bee,True,mean_diff,L6,6,0.5,single_mid,10.0,0.6625,0.675,0.012500000000000067,0.9999902248382568,0.9999887198209763,1.5050172805786133e-06,0.9995457410812378,0.9994441419839859,0.0001015990972519365,10,8,80,1,0.0125,1,animal,animal,1,20
