concept,cav_method,layer,technique,alpha,r1_accuracy,r2a_similarity,r2b_similarity,r1_baseline,r2a_baseline,r2b_baseline,delta_r1,delta_r2a,delta_r2b
candle,svm,16,projection,20.0,0.0,0.463222931822141,0.80375763575236,1.0,0.5357110957304637,0.999999737739563,1.0,0.07248816390832269,0.19624210198720293
candle,svm,24,projection,3.0,0.8666666666666667,0.5328027546405792,0.9949384093284607,1.0,0.5357110957304637,0.999999737739563,0.1333333333333333,0.0029083410898844697,0.005061328411102295
candle,svm,24,projection,6.0,0.06666666666666667,0.5162548919518789,0.9851682504018148,1.0,0.5357110957304637,0.999999737739563,0.9333333333333333,0.019456203778584813,0.014831487337748195
candle,svm,24,projection,10.0,0.0,0.4888406912485758,0.9647124489148458,1.0,0.5357110957304637,0.999999737739563,1.0,0.046870404481887895,0.03528728882471721
candle,svm,24,projection,15.0,0.0,0.43438787261645,0.9285767833391826,1.0,0.5357110957304637,0.999999737739563,1.0,0.1013232231140137,0.07142295440038038
candle,svm,24,projection,20.0,0.0,0.38250149687131246,0.8867698073387146,1.0,0.5357110957304637,0.999999737739563,1.0,0.15320959885915125,0.11322993040084839
candle,svm,27,projection,3.0,0.8,0.5337285995483398,0.9951124747594198,1.0,0.5357110957304637,0.999999737739563,0.19999999999999996,0.001982496182123872,0.004887262980143192
candle,svm,27,projection,6.0,0.06666666666666667,0.5211679935455322,0.9837711373964946,1.0,0.5357110957304637,0.999999737739563,0.9333333333333333,0.014543102184931489,0.01622860034306839
candle,svm,27,projection,10.0,0.0,0.4825299183527629,0.9582749962806701,1.0,0.5357110957304637,0.999999737739563,1.0,0.05318117737770084,0.04172474145889282
candle,svm,27,projection,15.0,0.0,0.42072330315907797,0.9144856492678325,1.0,0.5357110957304637,0.999999737739563,1.0,0.11498779257138575,0.08551408847173048
candle,svm,27,projection,20.0,0.0,0.37545933326085407,0.8661253492037455,1.0,0.5357110957304637,0.999999737739563,1.0,0.16025176246960965,0.13387438853581746
